user_id,app_version,min_event_at,session_start_event_at,session_start_event_name,session_end_event_at,session_end_event_name,session_duration_min,time_to_next_session_min,next_session_start_event_at,session_event_cnt,session_user_pseudo_id_cnt,session_sign_in_event_cnt,user_session_cnt_to_date,user_session_duration_total_to_date_min,user_time_to_next_session_total_to_date_min,user_session_event_cnt_total_to_date,user_session_sign_in_event_cnt_total_to_date,user_pseudo_user_id_cnt_total_to_date,user_session_duration_avg_to_date_min,user_time_to_next_session_avg_to_date_min,user_session_event_cnt_avg_to_date,user_session_sign_in_event_cnt_avg_to_date,user_session_pseudo_user_id_cnt_avg_to_date,user_session_duration_max_to_date_min,user_time_to_next_session_max_to_date_min,user_time_to_next_session_min_to_date_min,user_session_event_cnt_max_to_date,user_session_sign_in_event_cnt_max_to_date,user_session_pseudo_user_id_cnt_max_to_date,user_session_duration_lag_min,user_time_to_next_session_lag_min,user_session_event_cnt_lag,user_session_sign_in_event_cnt_lag,user_session_pseudo_user_id_cnt_lag,user_session_duration_max_to_date_lag_min,user_time_to_next_session_max_to_date_lag_min,user_time_to_next_session_min_to_date_lag_min,user_session_event_cnt_max_to_date_lag,user_session_pseudo_user_id_cnt_max_to_date_lag,session_adj_events_per_session_duration_min,session_adj_events_per_session_duration_lag_min,user_adj_events_per_session_duration_to_date_min,is_daily_retained
5e4c34a0ba99413d403bdda5,1.1.4,2020-02-28T15:59:45.405004,2020-02-29T13:36:21.500003,CAMERA,2020-02-29T13:36:21.500003,CAMERA,0.0,2697.6166666666668,2020-03-02T10:33:58.414002,1,1,0,3,125.5,1171.1,74,0,3,41.833333333333336,585.55,24.666666666666668,0.0,1.0,125.5,1090.2333333333333,80.86666666666666,72,0,1,125.5,1090.2333333333333,72,0,1,125.5,80.86666666666666,80.86666666666666,72,1,2.0,0.57707509881422925,0.59288537549407117,false
5e4c34a0ba99413d403bdda5,1.1.4,2020-02-28T15:59:45.405004,2020-03-02T10:33:58.414002,CAMERA,2020-03-02T10:42:39.217000,CAMERA,8.6833333333333336,159.55,2020-03-02T13:22:12.670003,27,2,6,4,134.18333333333331,3868.7166666666667,101,6,5,33.545833333333334,1289.5722222222223,25.25,1.5,1.25,125.5,2697.6166666666668,80.86666666666666,72,6,2,0.0,2697.6166666666668,1,0,1,125.5,1090.2333333333333,80.86666666666666,72,1,2.8915662650602409,2.0,0.75453088398471224,true
5e4c34a0ba99413d403bdda5,1.1.4,2020-02-28T15:59:45.405004,2020-03-02T13:22:12.670003,CAMERA,2020-03-02T15:29:24.938061,JOURNAL_CLICKED_OWN,127.2,76.15,2020-03-02T16:45:33.046000,142,2,34,5,261.38333333333333,4028.2666666666664,243,40,7,52.276666666666671,1007.0666666666667,48.6,8.0,1.4,127.2,2697.6166666666668,80.86666666666666,142,34,2,8.6833333333333336,159.55,27,6,2,125.5,2697.6166666666668,80.86666666666666,72,2,1.1154446177847115,2.8915662650602409,0.92993711490821318,true
5e4c34a0ba99413d403bdda5,1.1.4,2020-02-28T15:59:45.405004,2020-03-02T16:45:33.046000,SIGN_IN,2020-03-02T16:49:13.817014,VIDEO_UPLOAD_SUCCESS,3.6666666666666665,705.43333333333328,2020-03-03T04:34:39.072003,21,1,2,6,265.04999999999995,4104.4166666666661,264,42,8,44.175,820.88333333333333,44.0,7.0,1.3333333333333333,127.2,2697.6166666666668,76.15,142,34,2,127.2,76.15,142,34,2,127.2,2697.6166666666668,80.86666666666666,142,2,4.7142857142857153,1.1154446177847115,0.99605337342604794,true
5e4c34a0ba99413d403bdda5,1.1.4,2020-02-28T15:59:45.405004,2020-03-03T04:34:39.072003,CAMERA,2020-03-03T04:44:20.212014,CAMERA,9.6833333333333336,,,32,2,4,7,274.73333333333329,4809.8499999999995,296,46,10,39.247619047619047,801.64166666666665,42.285714285714285,6.5714285714285712,1.4285714285714286,127.2,2697.6166666666668,76.15,142,34,2,3.6666666666666665,705.43333333333328,21,2,1,127.2,2697.6166666666668,76.15,142,2,3.0889235569422775,4.7142857142857153,1.0771276595744683,false
5e41d4d9ba993130e4c3868a,1.1.4,2020-02-28T23:50:21.494003,2020-03-02T08:30:45.742003,CAMERA,2020-03-02T09:42:12.584008,SETTINGS,71.45,88.13333333333334,2020-03-02T11:10:20.880000,19,1,0,3,121.31666666666666,3350.5333333333328,35,2,3,40.43888888888889,1675.2666666666667,11.666666666666666,0.66666666666666663,1.0,71.45,3271.1333333333332,79.4,19,2,1,49.1,79.4,6,2,1,49.1,3271.1333333333332,3271.1333333333332,10,1,0.27605244996549344,0.13972055888223553,0.29431802697915249,true
5e41d4d9ba993130e4c3868a,1.1.4,2020-02-28T23:50:21.494003,2020-03-02T11:10:20.880000,SIGN_IN,2020-03-02T13:29:43.894022,CAMERA,139.38333333333333,1298.1,2020-03-03T11:07:49.648004,160,2,4,4,260.7,3438.6666666666665,195,6,5,65.175,1146.2222222222222,48.75,1.5,1.25,139.38333333333333,3271.1333333333332,79.4,160,4,2,71.45,88.13333333333334,19,0,1,71.45,3271.1333333333332,79.4,19,1,1.1468597886738692,0.27605244996549344,0.74894917844860531,true
5e41d4d9ba993130e4c3868a,1.1.4,2020-02-28T23:50:21.494003,2020-03-03T11:07:49.648004,SIGN_IN_FAILURE,2020-03-03T11:12:12.016033,SIGN_IN_FAILURE,4.3833333333333337,86.816666666666663,2020-03-03T12:39:01.584000,10,1,0,5,265.08333333333331,4736.7666666666664,205,6,6,53.016666666666666,1184.1916666666666,41.0,1.2,1.2,139.38333333333333,3271.1333333333332,79.4,160,4,2,139.38333333333333,1298.1,160,4,2,139.38333333333333,3271.1333333333332,79.4,160,2,2.0433436532507741,1.1468597886738692,0.77419354838709686,true
5e41d4d9ba993130e4c3868a,1.1.4,2020-02-28T23:50:21.494003,2020-03-03T12:39:01.584000,SIGN_IN,2020-03-03T12:48:58.861020,CAMERA,9.95,1443.3666666666666,2020-03-04T12:52:20.832000,8,1,2,6,275.0333333333333,4823.583333333333,213,8,7,45.838888888888889,964.71666666666658,35.5,1.3333333333333333,1.1666666666666667,139.38333333333333,3271.1333333333332,79.4,160,4,2,4.3833333333333337,86.816666666666663,10,0,1,139.38333333333333,3271.1333333333332,79.4,160,2,0.82191780821917815,2.0433436532507741,0.77526868735659948,false
5e41d4d9ba993130e4c3868a,1.1.4,2020-02-28T23:50:21.494003,2020-03-04T12:52:20.832000,SIGN_IN,2020-03-04T14:13:13.224022,CAMERA,80.88333333333334,801.91666666666663,2020-03-05T03:35:08.007000,31,1,2,7,355.91666666666663,6266.9499999999989,244,10,8,50.845238095238095,1044.4916666666666,34.857142857142854,1.4285714285714286,1.1428571428571428,139.38333333333333,3271.1333333333332,79.4,160,4,2,9.95,1443.3666666666666,8,2,1,139.38333333333333,3271.1333333333332,79.4,160,2,0.39079991858335028,0.82191780821917815,0.68643474200326882,true
